Rapportår	Inkubator	Orgnr_ink	Målbedrift	MålbedriftID	Orgnr_bedrift	Fase	Avtalestart	Avtaleslutt	Avslutt engasjement	Bransje	NACE	Etableringsdato	Etableringsår	Fylke	Kommunenr	Kommune	I Forr.messig innovasjon i løpet av året	Inkubatorbedrift i løpet av året	I Preinkubasjon i løpet av året	Kvinnelig daglig leder	Kvinnelig styreleder	KvinneligGrunder	Markedsverdien på innovasjonsstøttetjenester fra inkubatoren	Fakturert egenandel	Sum innovasjonsstøtte fra inkubatoren	Støtteintensitet	kommune_lat	kommune_lon	kommune_lat_lon	fylke_lat	fylke_lon	fylke_lat_lon	Avtalestart_år	Avtaleslutt_år
2013	7Sterke AS	997144368	RØNNING TRESKI AS	532.0	990067236	Inkubatorbedrift	2013-06-11	2016-06-10	USANN	Industri	(tom)	2006-06-26	2006	HEDMARK	0420	EIDSKOG	0.0	1.0	0.0	0	0	0	226980	64944	162036	71.39	59.98556	12.12502	59.98556,12.12502	60.79529	11.08254	60.79529,11.08254	2013	2016
2013	7Sterke AS	997144368	Norway Locks AS	538.0	996744450	Inkubatorbedrift	2012-08-01	2014-06-01	USANN	Industri	(tom)	2012-08-01	2012	HEDMARK	0402	KONGSVINGER	0.0	1.0	0.0	0	0	0	29100	7535	21565	74.11	60.19116999999999	11.99916	60.19117,11.99916	60.79529	11.08254	60.79529,11.08254	2012	2014
2013	7Sterke AS	997144368	ELMICO AS	539.0	985338671	Inkubatorbedrift	2012-12-13	2015-01-15	USANN	Industri	(tom)	2011-11-11	2011	HEDMARK	0419	SØR-ODAL	0.0	1.0	0.0	1	0	1	301710	103478	198232	65.7	60.25455	11.68246	60.25455,11.68246	60.79529	11.08254	60.79529,11.08254	2012	2015
2013	7Sterke AS	997144368	NORTURA SA	533.0	938752648	Forr.messig innovasjon	2013-01-03	2016-01-03	USANN	Industri	(tom)	2013-01-03	2013	HEDMARK	0425	ÅSNES	1.0	0.0	0.0	(tom)	(tom)	0	12500	12500	0	0	60.61363000000001	12.012	60.61363,12.012	60.79529	11.08254	60.79529,11.08254	2013	2016
2013	7Sterke AS	997144368	LOBSTER TRAILERS AS	537.0	999287891	Inkubatorbedrift	2013-01-15	2016-01-15	USANN	Industri	(tom)	2013-10-24	2013	HEDMARK	0402	KONGSVINGER	0.0	1.0	0.0	0	0	0	287220	112600	174620	60.8	60.19116999999999	11.99916	60.19117,11.99916	60.79529	11.08254	60.79529,11.08254	2013	2016
2013	Atheno AS	965075909	Optiship AS	2230.0	996923509	Inkubatorbedrift	2011-06-27	2014-06-27	USANN	Industri	(tom)	2011-05-01	2011	HORDALAND	1219	BØMLO	0.0	1.0	0.0	0	1	1	22000	5500	16500	75	59.79384	5.17624	59.79384,5.17624	60.38697	5.33206	60.38697,5.33206	2011	2014
2013	Atheno AS	965075909	Roger Anglevik	2232.0	999999999	Inkubatorbedrift	2011-02-01	2014-02-01	USANN	Industri	(tom)	2011-02-01	2011	HORDALAND	1219	BØMLO	0.0	1.0	0.0	0	0	0	0	0	0	0	59.79384	5.17624	59.79384,5.17624	60.38697	5.33206	60.38697,5.33206	2011	2014
2013	Atheno AS	965075909	Oil Protection	2233.0	995731088	Inkubatorbedrift	2011-02-01	2014-02-01	USANN	Industri	(tom)	2010-06-18	2010	HORDALAND	1244	AUSTEVOLL	0.0	1.0	0.0	0	0	0	0	0	0	0	60.09486	5.22156	60.09486,5.22156	60.38697	5.33206	60.38697,5.33206	2011	2014
2013	Atheno AS	965075909	Propio	2234.0	897116952	Inkubatorbedrift	2012-01-02	2015-01-02	USANN	Industri	(tom)	2011-06-24	2011	HORDALAND	1244	AUSTEVOLL	0.0	1.0	0.0	1	1	1	16000	4000	12000	75	60.09486	5.22156	60.09486,5.22156	60.38697	5.33206	60.38697,5.33206	2012	2015
2013	Atheno AS	965075909	Wave Propulsion	2235.0	997155572	Inkubatorbedrift	2012-02-13	2015-02-13	USANN	Industri	(tom)	2011-05-19	2011	HORDALAND	1219	BØMLO	0.0	1.0	0.0	0	0	0	22000	5500	16500	75	59.79384	5.17624	59.79384,5.17624	60.38697	5.33206	60.38697,5.33206	2012	2015
2013	Atheno AS	965075909	Seaway Innovations	2236.0	999218040	Inkubatorbedrift	2012-09-06	2015-09-06	USANN	Industri	(tom)	2012-09-06	2012	HORDALAND	1224	KVINNHERAD	0.0	1.0	0.0	0	0	0	14000	4000	10000	71.43	59.98421	6.01227	59.98421,6.01227	60.38697	5.33206	60.38697,5.33206	2012	2015
2013	Atheno AS	965075909	Eldøyane Næringspark	2240.0	981579283	Forr.messig innovasjon	2012-02-01	2015-02-01	USANN	Industri	(tom)	2000-01-01	2000	HORDALAND	1221	STORD	1.0	0.0	0.0	(tom)	(tom)	0	0	0	0	0	59.78092	5.4998	59.78092,5.4998	60.38697	5.33206	60.38697,5.33206	2012	2015
2013	Atheno AS	965075909	Lumic	2241.0	974481308	Forr.messig innovasjon	2012-03-03	2015-03-03	USANN	Industri	(tom)	1995-05-19	1995	HORDALAND	1223	TYSNES	1.0	0.0	0.0	(tom)	(tom)	0	0	0	0	0	60.04076	5.53129	60.04076,5.53129	60.38697	5.33206	60.38697,5.33206	2012	2015
2013	Atheno AS	965075909	Bunnsmøring/maling for maritimt miljø	2285.0	999999999	Preinkubasjon	2013-05-14	2014-05-14	USANN	Industri	(tom)	2013-05-14	2013	HORDALAND	1221	STORD	0.0	0.0	1.0	0	0	0	12000	3000	9000	75	59.78092	5.4998	59.78092,5.4998	60.38697	5.33206	60.38697,5.33206	2013	2014
2013	Atheno AS	965075909	Trommelsystem for sentralstøvsuger	2239.0	999999999	Inkubatorbedrift	2013-09-25	2016-09-25	USANN	Industri	(tom)	2013-01-01	2013	HORDALAND	1244	AUSTEVOLL	0.0	1.0	0.0	0	0	0	6000	1500	4500	75	60.09486	5.22156	60.09486,5.22156	60.38697	5.33206	60.38697,5.33206	2013	2016
2013	Atheno AS	965075909	Kreativitetspark	2268.0	999999999	Preinkubasjon	2013-01-15	2016-01-15	USANN	Reiseliv	(tom)	2013-01-15	2013	HORDALAND	1223	TYSNES	0.0	0.0	1.0	0	0	0	26400	6600	19800	75	60.04076	5.53129	60.04076,5.53129	60.38697	5.33206	60.38697,5.33206	2013	2016
2013	Atheno AS	965075909	HAAHEIM GAARD TORSTEIN HATLEVIK	2231.0	982165423	Inkubatorbedrift	2013-01-15	2016-01-15	USANN	Mat og Natur	(tom)	2000-06-30	2000	HORDALAND	1223	TYSNES	0.0	1.0	0.0	0	0	0	22000	9900	12100	55	60.04076	5.53129	60.04076,5.53129	60.38697	5.33206	60.38697,5.33206	2013	2016
2013	Atheno AS	965075909	3D VISION AS	2237.0	912322777	Inkubatorbedrift	2013-09-30	2016-09-30	USANN	Industri	(tom)	2013-08-01	2013	HORDALAND	1222	FITJAR	0.0	1.0	0.0	0	0	0	10000	2500	7500	75	59.91741999999999	5.31637	59.91742,5.31637	60.38697	5.33206	60.38697,5.33206	2013	2016
2013	Atheno AS	965075909	JEANETTES BPP BIO POWER PROTECTION AS	2238.0	891827512	Inkubatorbedrift	2013-02-01	2016-02-01	USANN	Helse	(tom)	2007-10-30	2007	HORDALAND	1223	TYSNES	0.0	1.0	0.0	1	0	1	26400	9900	16500	62.5	60.04076	5.53129	60.04076,5.53129	60.38697	5.33206	60.38697,5.33206	2013	2016
2013	Atheno AS	965075909	TURBINOVA AS	2242.0	991509046	Forr.messig innovasjon	2013-09-25	2016-09-25	USANN	Industri	(tom)	2007-06-20	2007	HORDALAND	1224	KVINNHERAD	1.0	0.0	0.0	(tom)	(tom)	0	0	0	0	0	59.98421	6.01227	59.98421,6.01227	60.38697	5.33206	60.38697,5.33206	2013	2016
2013	Atheno AS	965075909	BRICK VISUAL AS	2316.0	912792897	Preinkubasjon	2013-11-15	2014-11-15	USANN	Tjenesteyting	(tom)	2013-11-25	2013	HORDALAND	1221	STORD	0.0	0.0	1.0	0	0	0	2400	600	1800	75	59.78092	5.4998	59.78092,5.4998	60.38697	5.33206	60.38697,5.33206	2013	2014
2013	Dyrsku'n Arrangement AS Mat og natur	976466365	Vinje Slakteri AS	2091.0	996854272	Postinkubasjon	2010-11-20	2012-12-31	USANN	Mat og Natur	(tom)	2001-04-19	2001	TELEMARK	0834	VINJE	0.0	0.0	0.0	0	0	0	0	0	0	0	59.56924	7.98896	59.56924,7.98896	59.21608000000001	9.61103	59.21608,9.61103	2010	2012
2013	Dyrsku'n Arrangement AS Mat og natur	976466365	Telespinn AS	2092.0	992785314	Postinkubasjon	2010-06-01	2012-06-01	USANN	Annet	(tom)	2008-06-23	2008	TELEMARK	0828	SELJORD	0.0	0.0	0.0	1	0	1	0	0	0	0	59.48273	8.626719999999999	59.48273,8.62672	59.21608000000001	9.61103	59.21608,9.61103	2010	2012
2013	Dyrsku'n Arrangement AS Mat og natur	976466365	Telemarksrøra AS	2094.0	991988777	Postinkubasjon	2010-07-20	2012-08-20	USANN	Mat og Natur	(tom)	2007-11-20	2007	VESTFOLD	0720	STOKKE	0.0	0.0	0.0	0	0	1	0	0	0	0	59.22191	10.30045	59.22191,10.30045	59.26545	10.41581	59.26545,10.41581	2010	2012
2013	Dyrsku'n Arrangement AS Mat og natur	976466365	Fjellbryggeriet DA	2098.0	995720329	Postinkubasjon	2010-07-20	2013-07-20	USANN	Mat og Natur	(tom)	2010-07-06	2010	TELEMARK	0828	SELJORD	0.0	0.0	0.0	1	1	0	24000	6000	18000	75	59.48273	8.626719999999999	59.48273,8.62672	59.21608000000001	9.61103	59.21608,9.61103	2010	2013
2013	Dyrsku'n Arrangement AS Mat og natur	976466365	Jørgen Løyte	2100.0	984034520	Postinkubasjon	2010-06-01	2013-06-01	USANN	Mat og Natur	(tom)	2002-01-26	2002	TELEMARK	0817	DRANGEDAL	0.0	0.0	0.0	0	0	0	24000	6000	18000	75	59.09655	9.0596	59.09655,9.0596	59.21608000000001	9.61103	59.21608,9.61103	2010	2013
2013	Dyrsku'n Arrangement AS Mat og natur	976466365	Live Artic	2103.0	995164809	Inkubatorbedrift	2011-11-01	2013-06-01	USANN	Mat og Natur	(tom)	2010-02-01	2010	TELEMARK	0806	SKIEN	0.0	1.0	0.0	0	0	0	0	0	0	0	59.20748	9.61052	59.20748,9.61052	59.21608000000001	9.61103	59.21608,9.61103	2011	2013
2013	Dyrsku'n Arrangement AS Mat og natur	976466365	Saga Chokoladefabrikk AS	2106.0	991442650	Inkubatorbedrift	2011-06-01	2013-06-01	USANN	Mat og Natur	(tom)	2007-07-12	2007	TELEMARK	0806	SKIEN	0.0	1.0	0.0	0	0	1	60000	15000	45000	75	59.20748	9.61052	59.20748,9.61052	59.21608000000001	9.61103	59.21608,9.61103	2011	2013
2013	Dyrsku'n Arrangement AS Mat og natur	976466365	Hjembu Gård AS	2108.0	887483302	Inkubatorbedrift	2011-08-01	2013-08-01	USANN	Mat og Natur	(tom)	2004-11-04	2004	AUST-AGDER	0901	RISØR	0.0	1.0	0.0	0	0	0	24000	6000	18000	75	58.71856999999999	9.21211	58.71857,9.21211	58.46443000000001	8.76676	58.46443,8.76676	2011	2013
2013	Dyrsku'n Arrangement AS Mat og natur	976466365	Holli Mølle AS	2111.0	995641445	Inkubatorbedrift	2011-08-01	2013-03-01	USANN	Mat og Natur	(tom)	2010-05-31	2010	ØSTFOLD	0123	SPYDEBERG	0.0	1.0	0.0	0	0	0	83156	20789	62367	75	59.62028000000001	11.08069	59.62028,11.08069	59.27525	11.10596	59.27525,11.10596	2011	2013
2013	Dyrsku'n Arrangement AS Mat og natur	976466365	Olivias Hjemmelagde AS	2113.0	971068515	Inkubatorbedrift	2013-12-01	2013-12-31	USANN	Mat og Natur	(tom)	1995-02-20	1995	ØSTFOLD	0106	FREDRIKSTAD	0.0	1.0	0.0	0	0	0	0	0	0	0	59.21759	10.93787	59.21759,10.93787	59.27525	11.10596	59.27525,11.10596	2013	2013
2013	Dyrsku'n Arrangement AS Mat og natur	976466365	Kulturlandskapssenteret AS	2115.0	988277592	Inkubatorbedrift	2012-10-01	2013-12-31	USANN	Tjenesteyting	(tom)	2005-02-16	2005	TELEMARK	0827	HJARTDAL	0.0	1.0	0.0	1	0	1	48000	12000	36000	75	59.61276	8.94942	59.61276,8.94942	59.21608000000001	9.61103	59.21608,9.61103	2012	2013
2013	Dyrsku'n Arrangement AS Mat og natur	976466365	Vesaaskurven (ENK)	2116.0	998239435	Inkubatorbedrift	2013-10-01	2013-12-31	USANN	Mat og Natur	(tom)	2012-04-18	2012	TELEMARK	0834	VINJE	0.0	1.0	0.0	1	1	1	0	0	0	0	59.56924	7.98896	59.56924,7.98896	59.21608000000001	9.61103	59.21608,9.61103	2013	2013
2013	Dyrsku'n Arrangement AS Mat og natur	976466365	Rauland Fjellferie AS	2117.0	980411419	Inkubatorbedrift	2013-11-01	2013-12-31	USANN	Reiseliv	(tom)	1998-12-03	1998	TELEMARK	0834	VINJE	0.0	1.0	0.0	0	0	0	24000	6000	18000	75	59.56924	7.98896	59.56924,7.98896	59.21608000000001	9.61103	59.21608,9.61103	2013	2013
2013	Dyrsku'n Arrangement AS Mat og natur	976466365	Bjørn Arve Nordbø	2120.0	981964500	Inkubatorbedrift	2013-11-01	2013-12-31	USANN	Mat og Natur	(tom)	2000-05-15	2000	TELEMARK	0828	SELJORD	0.0	1.0	0.0	0	0	0	24000	6000	18000	75	59.48273	8.626719999999999	59.48273,8.62672	59.21608000000001	9.61103	59.21608,9.61103	2013	2013
2013	Dyrsku'n Arrangement AS Mat og natur	976466365	Jos Steegh	2122.0	(tom)	Preinkubasjon	2014-01-01	2014-01-01	USANN	Mat og Natur	(tom)	2013-01-01	2013	TELEMARK	0806	SKIEN	0.0	0.0	1.0	0	0	0	0	0	0	0	59.20748	9.61052	59.20748,9.61052	59.21608000000001	9.61103	59.21608,9.61103	2014	2014
2013	Dyrsku'n Arrangement AS Mat og natur	976466365	Fatemeh Mousavi	2126.0	(tom)	Preinkubasjon	2014-01-01	2014-01-01	USANN	Mat og Natur	(tom)	2013-01-01	2013	TELEMARK	0806	SKIEN	0.0	0.0	1.0	0	0	0	0	0	0	0	59.20748	9.61052	59.20748,9.61052	59.21608000000001	9.61103	59.21608,9.61103	2014	2014
2013	Dyrsku'n Arrangement AS Mat og natur	976466365	QuicklyMade AS	2130.0	912665828	Preinkubasjon	2014-01-01	2014-01-01	USANN	Mat og Natur	(tom)	2013-10-01	2013	TELEMARK	0807	NOTODDEN	0.0	0.0	1.0	1	0	1	0	0	0	0	59.55992	9.26046	59.55992,9.26046	59.21608000000001	9.61103	59.21608,9.61103	2014	2014
2013	Dyrsku'n Arrangement AS Mat og natur	976466365	Stordalen Gardsbruk, Barbro Stordalen	2133.0	971009799	Preinkubasjon	2014-01-01	2014-01-01	USANN	Mat og Natur	(tom)	1995-02-20	1995	TELEMARK	0826	TINN	0.0	0.0	1.0	1	0	1	0	0	0	0	59.87891	8.59411	59.87891,8.59411	59.21608000000001	9.61103	59.21608,9.61103	2014	2014
2013	Dyrsku'n Arrangement AS Mat og natur	976466365	Kragerø Fisk og Vilt AS	2134.0	958695446	Preinkubasjon	2014-01-01	2014-01-01	USANN	Mat og Natur	(tom)	1990-06-30	1990	TELEMARK	0815	KRAGERØ	0.0	0.0	1.0	0	0	0	0	0	0	0	58.86792	9.41099	58.86792,9.41099	59.21608000000001	9.61103	59.21608,9.61103	2014	2014
2013	Dyrsku'n Arrangement AS Mat og natur	976466365	Rueslåtten Ysteri	2135.0	985170592	Preinkubasjon	2014-01-01	2014-01-01	USANN	Mat og Natur	(tom)	2002-12-11	2002	BUSKERUD	0620	HOL	0.0	0.0	1.0	0	0	0	0	0	0	0	60.61528000000001	8.30194	60.61528,8.30194	59.74837	10.18901	59.74837,10.18901	2014	2014
2013	Dyrsku'n Arrangement AS Mat og natur	976466365	Vinje Drift AS	2139.0	911576856	Preinkubasjon	2013-12-31	2014-01-01	USANN	Tjenesteyting	(tom)	2013-02-04	2013	TELEMARK	0834	VINJE	0.0	0.0	1.0	0	0	0	0	0	0	0	59.56924	7.98896	59.56924,7.98896	59.21608000000001	9.61103	59.21608,9.61103	2013	2014
2013	Fiborgtangen Vekst AS	994387057	FIBORGTANGEN VEKST AS	571.0	994387057	Forr.messig innovasjon	2013-01-01	2014-12-31	USANN	Industri	(tom)	2009-07-02	2009	NORD-TRØNDELAG	1719	LEVANGER	1.0	0.0	0.0	(tom)	(tom)	0	93000	27900	65100	70	63.74585	11.29991	63.74585,11.29991	64.0144308	11.4818705	64.0144308,11.4818705	2013	2014
2013	Fiborgtangen Vekst AS	994387057	FIBORGTANGEN VEKST AS	576.0	994387057	Forr.messig innovasjon	2013-01-01	2016-12-31	USANN	Industri	(tom)	2009-07-02	2009	NORD-TRØNDELAG	1719	LEVANGER	1.0	0.0	0.0	(tom)	(tom)	0	14000	4200	9800	70	63.74585	11.29991	63.74585,11.29991	64.0144308	11.4818705	64.0144308,11.4818705	2013	2016
2013	Fiborgtangen Vekst AS	994387057	FIBORGTANGEN VEKST AS	574.0	994387057	Forr.messig innovasjon	2013-01-01	2016-12-31	USANN	Industri	(tom)	2009-07-02	2009	NORD-TRØNDELAG	1719	LEVANGER	1.0	0.0	0.0	(tom)	(tom)	0	165000	49500	115500	70	63.74585	11.29991	63.74585,11.29991	64.0144308	11.4818705	64.0144308,11.4818705	2013	2016
2013	Fiborgtangen Vekst AS	994387057	FIBORGTANGEN VEKST AS	572.0	994387057	Forr.messig innovasjon	2013-01-01	2016-12-31	USANN	Industri	(tom)	2009-07-02	2009	NORD-TRØNDELAG	1719	LEVANGER	1.0	0.0	0.0	(tom)	(tom)	0	384000	115200	268800	70	63.74585	11.29991	63.74585,11.29991	64.0144308	11.4818705	64.0144308,11.4818705	2013	2016
2013	Fiborgtangen Vekst AS	994387057	FIBORGTANGEN VEKST AS	573.0	994387057	Forr.messig innovasjon	2013-01-01	2014-12-31	USANN	Industri	(tom)	2009-07-02	2009	NORD-TRØNDELAG	1719	LEVANGER	1.0	0.0	0.0	(tom)	(tom)	0	300000	90000	210000	70	63.74585	11.29991	63.74585,11.29991	64.0144308	11.4818705	64.0144308,11.4818705	2013	2014
2013	Fiborgtangen Vekst AS	994387057	FIBORGTANGEN VEKST AS	577.0	994387057	Forr.messig innovasjon	2013-01-01	2016-12-31	USANN	Industri	(tom)	2009-07-02	2009	NORD-TRØNDELAG	1719	LEVANGER	1.0	1.0	0.0	(tom)	(tom)	0	160000	48000	112000	70	63.74585	11.29991	63.74585,11.29991	64.0144308	11.4818705	64.0144308,11.4818705	2013	2016
2013	Forskningsparken i Narvik AS	982194105	Narvik Composite AS	92.0	994729284	Inkubatorbedrift	2008-02-01	2013-12-31	USANN	Industri	(tom)	2009-10-15	2009	NORDLAND	1805	NARVIK	0.0	1.0	0.0	0	0	0	115000	34500	80500	70	68.43896	17.42775	68.43896,17.42775	67.2804378	14.37639	67.2804378,14.37639	2008	2013
2013	Forskningsparken i Narvik AS	982194105	FAIRFOX FACTORY AS	93.0	997928555	Inkubatorbedrift	2011-12-16	(tom)	USANN	Industri	(tom)	2012-01-24	2012	NORDLAND	1805	NARVIK	0.0	1.0	0.0	1	0	0	70150	17538	52612	75	68.43896	17.42775	68.43896,17.42775	67.2804378	14.37639	67.2804378,14.37639	2011	(tom
2013	Forskningsparken i Narvik AS	982194105	SOLBES AS	94.0	997869273	Inkubatorbedrift	2012-04-27	(tom)	USANN	Energi	(tom)	2011-12-12	2011	NORDLAND	1805	NARVIK	0.0	1.0	0.0	0	0	0	57500	14375	43125	75	68.43896	17.42775	68.43896,17.42775	67.2804378	14.37639	67.2804378,14.37639	2012	(tom
2013	Forskningsparken i Narvik AS	982194105	SDU AS	95.0	998799627	Inkubatorbedrift	2012-12-17	(tom)	USANN	Industri	(tom)	2012-03-28	2012	NORDLAND	1805	NARVIK	0.0	1.0	0.0	0	0	0	65550	16388	49162	75	68.43896	17.42775	68.43896,17.42775	67.2804378	14.37639	67.2804378,14.37639	2012	(tom
2013	Forskningsparken i Narvik AS	982194105	ID2YOU AS	97.0	999319602	Inkubatorbedrift	2012-12-17	(tom)	USANN	IKT	(tom)	2012-11-27	2012	NORDLAND	1805	NARVIK	0.0	1.0	0.0	0	0	0	50600	12650	37950	75	68.43896	17.42775	68.43896,17.42775	67.2804378	14.37639	67.2804378,14.37639	2012	(tom
2013	Forskningsparken i Narvik AS	982194105	Clean Cargo AS	98.0	896105892	Alumni	(tom)	(tom)	(tom)	Industri	(tom)	2010-10-27	2010	NORDLAND	1805	NARVIK	0.0	0.0	0.0	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	68.43896	17.42775	68.43896,17.42775	67.2804378	14.37639	67.2804378,14.37639	(tom	(tom
2013	Forskningsparken i Narvik AS	982194105	Light craft design	104.0	961238616	Preinkubasjon	2013-01-10	(tom)	USANN	Industri	(tom)	1991-06-01	1991	NORDLAND	1805	NARVIK	0.0	0.0	1.0	0	0	0	0	0	0	0	68.43896	17.42775	68.43896,17.42775	67.2804378	14.37639	67.2804378,14.37639	2013	(tom
2013	Forskningsparken i Narvik AS	982194105	Eye-life AS	216.0	896449052	Preinkubasjon	2013-02-22	2014-06-05	USANN	Helse	(tom)	2013-02-22	2013	NORDLAND	1805	NARVIK	0.0	0.0	1.0	0	0	0	0	0	0	0	68.43896	17.42775	68.43896,17.42775	67.2804378	14.37639	67.2804378,14.37639	2013	2014
2013	Forskningsparken i Narvik AS	982194105	Green Islands AS	217.0	912871762	Preinkubasjon	2013-02-28	2014-04-29	USANN	Industri	(tom)	2013-02-28	2013	NORDLAND	1866	HADSEL	0.0	0.0	1.0	0	0	0	0	0	0	0	68.56328	14.90835	68.56328,14.90835	67.2804378	14.37639	67.2804378,14.37639	2013	2014
2013	Forskningsparken i Narvik AS	982194105	Plusser AS	385.0	911670313	Forr.messig innovasjon	2013-06-11	2013-12-31	USANN	Tjenesteyting	(tom)	2013-02-27	2013	NORDLAND	1805	NARVIK	1.0	0.0	0.0	(tom)	(tom)	0	0	0	0	0	68.43896	17.42775	68.43896,17.42775	67.2804378	14.37639	67.2804378,14.37639	2013	2013
2013	Forskningsparken i Narvik AS	982194105	HELLESVIK UTVIKLING	389.0	995964317	Inkubatorbedrift	2013-12-06	(tom)	USANN	Industri	(tom)	2010-09-28	2010	NORDLAND	1870	SORTLAND	0.0	1.0	0.0	0	0	0	0	0	0	0	68.69618	15.41174	68.69618,15.41174	67.2804378	14.37639	67.2804378,14.37639	2013	(tom
2013	Forskningsparken i Narvik AS	982194105	It support Nord Frode Munkli	432.0	912424782	Forr.messig innovasjon	2013-09-23	2013-12-31	USANN	IKT	(tom)	2013-09-11	2013	NORDLAND	1805	NARVIK	1.0	0.0	0.0	(tom)	(tom)	0	0	0	0	0	68.43896	17.42775	68.43896,17.42775	67.2804378	14.37639	67.2804378,14.37639	2013	2013
2013	Forskningsparken i Narvik AS	982194105	Narvik Havn	438.0	974789019	Forr.messig innovasjon	2013-01-15	2013-12-31	USANN	Industri	(tom)	2001-12-13	2001	NORDLAND	1805	NARVIK	1.0	0.0	0.0	(tom)	(tom)	0	0	0	0	0	68.43896	17.42775	68.43896,17.42775	67.2804378	14.37639	67.2804378,14.37639	2013	2013
2013	Forskningsparken i Narvik AS	982194105	LKAB Norge AS -  avfall fra bånd	444.0	918400184	Forr.messig innovasjon	2013-03-07	(tom)	USANN	Industri	(tom)	1991-03-02	1991	NORDLAND	1805	NARVIK	1.0	0.0	0.0	(tom)	(tom)	0	0	0	0	0	68.43896	17.42775	68.43896,17.42775	67.2804378	14.37639	67.2804378,14.37639	2013	(tom
2013	Forskningsparken i Narvik AS	982194105	Bamek - Oppdrettspumpe 	446.0	941552900	Forr.messig innovasjon	2013-04-18	(tom)	USANN	Industri	(tom)	1986-11-13	1986	NORDLAND	1854	BALLANGEN	1.0	0.0	0.0	(tom)	(tom)	0	0	0	0	0	68.34365	16.833170000000006	68.34365,16.83317	67.2804378	14.37639	67.2804378,14.37639	2013	(tom
2013	Forskningsparken i Narvik AS	982194105	Safe Scanner	451.0	(tom)	Preinkubasjon	2013-04-23	2014-04-15	USANN	Helse	(tom)	2013-04-23	2013	NORDLAND	1805	NARVIK	0.0	0.0	1.0	0	0	0	0	0	0	0	68.43896	17.42775	68.43896,17.42775	67.2804378	14.37639	67.2804378,14.37639	2013	2014
2013	Forskningsparken i Narvik AS	982194105	BOREALIS SOLAR AS	455.0	912538311	Inkubatorbedrift	2013-12-06	(tom)	USANN	Industri	(tom)	2013-08-15	2013	NORDLAND	1805	NARVIK	0.0	1.0	0.0	0	0	0	44850	11213	33637	75	68.43896	17.42775	68.43896,17.42775	67.2804378	14.37639	67.2804378,14.37639	2013	(tom
2013	Forskningsparken i Narvik AS	982194105	Tinja AS	456.0	886066392	Preinkubasjon	2013-10-14	2014-12-03	USANN	Mat og Natur	(tom)	2013-10-14	2013	NORDLAND	1805	NARVIK	0.0	0.0	1.0	0	0	0	0	0	0	0	68.43896	17.42775	68.43896,17.42775	67.2804378	14.37639	67.2804378,14.37639	2013	2014
2013	Forskningsparken i Narvik AS	982194105	Saltvik Mek AS - påbygg	544.0	998510589	Forr.messig innovasjon	2013-11-01	(tom)	USANN	Industri	(tom)	2012-06-06	2012	NORDLAND	1805	NARVIK	1.0	0.0	0.0	(tom)	(tom)	0	0	0	0	0	68.43896	17.42775	68.43896,17.42775	67.2804378	14.37639	67.2804378,14.37639	2013	(tom
2013	Forskningsparken i Narvik AS	982194105	LIGHT CRAFT DESIGN AS	449.0	961328616	Preinkubasjon	2013-04-18	(tom)	USANN	Industri	(tom)	2013-04-18	2013	NORDLAND	1805	NARVIK	0.0	0.0	1.0	0	0	0	0	0	0	0	68.43896	17.42775	68.43896,17.42775	67.2804378	14.37639	67.2804378,14.37639	2013	(tom
2013	Forskningsparken i Narvik AS	982194105	DEVELOPMENT LOFOTEN AS	453.0	912316130	Preinkubasjon	2013-07-09	(tom)	USANN	Industri	(tom)	2013-07-09	2013	NORDLAND	1860	VESTVÅGØY	0.0	0.0	1.0	0	0	0	0	0	0	0	68.1483	13.61119	68.1483,13.61119	67.2804378	14.37639	67.2804378,14.37639	2013	(tom
2013	Forskningsparken i Narvik AS	982194105	GRATANGEN GEOLOGY SERVICES AS	96.0	999035647	Inkubatorbedrift	2012-12-17	(tom)	USANN	Tjenesteyting	(tom)	2012-10-09	2012	TROMS	1919	GRATANGEN	0.0	1.0	0.0	1	0	1	23000	5750	17250	75	68.69273000000001	17.53186	68.69273,17.53186	69.6444816	18.9453845	69.6444816,18.9453845	2012	(tom
2013	Forskningsparken i Narvik AS	982194105	ARCTIC FLEXIBLES AS	443.0	999999999	Inkubatorbedrift	2013-12-06	(tom)	USANN	Industri	(tom)	2014-01-01	2014	NORDLAND	1805	NARVIK	0.0	1.0	0.0	0	0	0	18400	4600	13800	75	68.43896	17.42775	68.43896,17.42775	67.2804378	14.37639	67.2804378,14.37639	2013	(tom
2013	Fram Flora AS 	987075155	Effektivisering av prossesering av datamengde	160.0	912244237	Forr.messig innovasjon	2013-01-24	2013-01-31	USANN	IKT	(tom)	2013-01-24	2013	SOGN OG FJORDANE	1401	FLORA	1.0	0.0	0.0	(tom)	(tom)	0	0	0	0	0	61.59994	5.03144	61.59994,5.03144	61.18103000000001	6.85452	61.18103,6.85452	2013	2013
2013	Fram Flora AS 	987075155	SGC PETECH AS	653.0	912244237	Inkubatorbedrift	2013-09-27	2015-12-31	USANN	Energi	(tom)	2013-07-15	2013	SOGN OG FJORDANE	1401	FLORA	0.0	1.0	1.0	1	0	1	13550	3450	10100	74.54	61.59994	5.03144	61.59994,5.03144	61.18103000000001	6.85452	61.18103,6.85452	2013	2015
